ids	textes	classes
135944	"""Connor is a canadian citizen who loves life and the cock.  He dreams about 3 ft. long shlongs and can't get enough of that shit.  While in Cuba, he hooked up with a 2 ft. midget in a giant condom costume drenched in olive oil.  3 hrs. later Connor realized the midget was actually a tree stump.  3 hrs. later he finished up.  Then he called up Marcus Ray and told him about the story of the mad tree stump bonanza.  Marcus was SO intreged that they started their own fat porn business.  3 weeks into the shoot of their first motion picture """"Slap the lake and ride the wave"""", Connor developed HIV AIDs and Syphilis.  Marcus was so turned on by this perdicament that they made passionate love.  Will Marcus get AIDs?  Tune in next time, same bat time, same bat channel... bitches."""	1
41223	Engineer  You hope you don't design buildings, and if you do, please don't do it in Europe. Thank you. PS: You are a moron.	1
110384	Whats the matter bitch? You don't like to suck cock??	1
6704	"""  Falsely claiming that I """"have continued with the same behavior"""", eh? I'd like to know if you always lie that way, or if you just feel like lying on occasion. Oh, I'm sorry, I guess it might just be incompetence and not the willful lying it appears to be. Either way, it isn't true.  """	1
156337	message   Dude, this is the Internet, not outside, and I'm not going to fight you, so we're even you ARE NOT IN CHARGE OF WIKIPEDIA SO STOP DELETING SHIT FAGGOT	1
32605	"""   While I can almost understand your blocking me for """"calling for the deaths of other editors"""", blocking me for a discussion which is already over, more than a month prior, that seems ridiculous.  Alkivar didn't seem to care enough to block me, and he's the administrator that I was pissed off at.   """	1
2469	""" Actually I am fully Arabic and Islamic and the correct spelling unlike how you stupid christians have been spelling it is """"Mou'ammar Al Qadhdhaffy"""". But you are all too racist and white and stupid too accept that124.180.159.192  """	1
146120	"""don't fucking change the information no the tenchi page when you don't know your ass from your face. there are 3 OVA's and the original edit was fine, not missleading. the first OVA was like 6 episodse, then ova 2 was the episodes up to """"here comes jurai"""" then ova 3 was just recently released with about 10 more episodes. noobsauce"""	1
135145	This is internet so isn't a personal attack, I don't know who the hell you are also twat I should have free speech. You can ban this IP address but I'll only get another one, what's the point, bloody hell if I can't say what the hell I like in my own user page there is something wrong here. Go die you wiki lover you're against free speech and freedom of expression. This makes you a Nazi fuck with a small pencil you massive bell I can cite that as well, arse.	1
121384	ura fag...   u gay L	1
64513	fuck you    fuck you fuck wekipedia, fuck all you good for nothing dipshits who would not shit if it came out of your ass. Go fuck yourself and stay in dreamland.	1
16491	Why   Why are you hawking over that faggots page?  A lot of good editors got burned by that flaming sock puppet! new England	1
30136	Please refrain from unmaking unconstructive edits to Wikipedia, as you did at Tim Pawlenty. Your edits appear to constitute whitewashing and have been reverted or removed. If you would like to experiment, please use the litterbox. Thank you.  You're a dirt-muffling little suck turd with no Tosh.0 to guzzle down tonight. Fuck off.	1
77739	"""  WARNING - QUIT PUSHING POV'S IN THIS ENTRY This message is for several of you """"idiot fans"""" - either get on the same page or get the f***ing hell off of Wikipedia! Henceforth, I WILL be checking this entry from time to time throughout the day, and ANY mention of biased forums or other non-official sites WILL be deleted!   Being a moderator does NOT mean you use that post to push your own agenda. Either keep is NPOV or supply info both pro AND con..... you CANNOT have it both ways."""	1
84114	On the contrary, BRO, I did!  If you had continued reading instead of simply deleting that with offended you, you would have seen that I wrote about how the quote was followed by critisism and comedic attack.  How is this not explaining?!  HOW DOES THIS NOT MEET WIKIPEDIA STANDARDS?  HAHAHA!!  I'm really starting to get very amused at how fucking retarded you are!	1
134511	Go stuff yourself . islam is evil	1
79806	Fuck off and die you old timer	1
83092	Go kill yourself.   F**k off and die, Retarder.	1
92301	I HATE Anemone Projectors.  If he calls this abuse then he should talk to prejudice people I know. Then he will know the meaning of the word  PS: Not that I agree with these people but I CERTAINLY DON'T AGREE WITH BUGGERS LIKE HIM!	1
66774	You are a troublemaker, a liar, and a malicious scumbag. If you are looking for trouble, then keep removing links from the article.	1
106586	. finally chris you are going to lose your computer why do you care so much about this stupid website get a new life man and dont mess with my fun ever again loser	1
72856	Fuck the Killers and Fuck you too.	1
830	Just shut up and stay shut. Don't edit anymore	1
123931	"""  Dude, let's not be silly. I wholeheartedly doubt that """"black people"""" are afraid of a """"mulatto uprising."""" I think """"black people"""" are more afraid if not most afraid of not progressing due to perceived racism (real or not) by whites who have the real power. Besides, there have been plenty of """"mulatto"""" (those people who phenotypically have kind of a beige skin color, and caucasian features) """"uprisings"""" against darker skinned people be they in North Africa or Western USA or South America. Actually, these people whether they be mestizos, mulattos, dark caucasians are already racist towards darker skinned people, which most of the time includes Black people and native Indians - ie, the systemic racism is already there. There isn't going to be some sort of """"big bang uprising"""" wherein """"mulattos"""" start to """"uprise"""" against darker skinned people or """"black people.""""  The concept of """"black"""" and """"mulatto"""" aren't diametrically oppossed like the concepts of """"black"""" and """"white."""" The worst thing that can happen is balkanization.  Furthermore, as white people continue to identify as """"white"""", I don't see the idea of """"blackness"""" going anywhere soon.  """	1
156396	Is a one times massive cunt	1
92524	Reverting valid edits is vandalism  Calling a valid edit vandalism is dumb  and I believe you mean dumb not dump but that can be excused due to Americans poor grasp of the English language 94.168.193.75	1
56718	Faerie's Aire and Death Waltz   Hi. Just thought I'd let you know that I've declined your G1 nomination of Faerie's Aire and Death Waltz. The G1 criterion is very narrow, and should generally only be applied to pages consisting of incomprehensible gibberish with no meaningful content. Thanks!    Fool	1
59210	User Jkelly is incapable of behaving responsibly and has removed the correct edit of another user. THe LIES AND FALSEHOODS being pished through on the Greek pages are a disgrace, and show that Greeks are not fit to be members of the European Union. THe correct data from the 2001 Census and official reports have been put on these pages by me and others time and again, and Greek nationalists have decided to remove them. So, once again, THERE ARE NOT 98% GREEKS IN GREECE SO STOP THE CRAP. I have tired of putting links to official reports when idiots here remove them. Just grow up and learn how to make correct arguments, instead of the childish GREEKS ARE WONDERFUL AND CLEVER mentality.	1
91766	Tachfin, I think you are an ignorant, a liar or you are not interesting in tell the true about administratives language in the Sahrawi Arab Democratic because you are a sick moroccan, you like or you don´t like the Spanish is the second language of the Sahrawi Arab Democratic Republic, and it is the second administrative language, what it means that Spanish it not native language of SADR, i tell you that one language doesn´t need to be native, to be spoken, official or administrative language of one nation, i give now some of the official page of the Sahrawi Arab Democratic Republic in Spanish Language, there are more, but i not going to lose more time with you, go to the school to learning:  [2] (Polisario - Official site) (Only in Spanish)  RASD TV  (official TV channel) ( In Spanish and Arabic )  SADR National Radio  (official radio channel) ( In Spanish and Arabic )  Sahara salud  (dependency of the Health ministry of the SADR) (Only in Spanish)  Economic development ministry of the SADR ( In Spanish and Arabic )  [3] (Saharaui magazine)( In Spanish and Arabic )  [4] (Sahara film Festival)(Only in Spanish)   If you need more information about the Spanish Language in the Sahrawi Arab Democratic Republic, i can give you more.	1
131892	The gays of this school, and the club we made deserves recognition yet some fag admin keeps deleting it.	1
113546	Dear Retard. There are DOZENS of references to the main crook, who is William Franklin Bermender. I have heard Kleargear has hired admins and that is why no truth is allowed. It sure appears that way based on this level of censorship while the public gets screwed openly by a criminal.	1
61782	The most stupid administration vandals ever, not unblocking to punish, like teachers with childs of 5 years old. This is to avoid vandalizations? not this is incomptence to resolve problems of abuse as being admin. Bye, bye Thanks for not waste my time here in wikipedia, a wikipedia owned by admins with lack of life, so they want to exercise his authority virtually	1
152433	Oshwah is a goat molesting cunt.	1
16990	Prove it, it's free country and you do not belong here, everything is simple answer by those who have no brains and now, everything u do is wrong and I will stay here UNTIL COWS COME HOME.	1
10384	And next time, actually first create the voting page for an AFD before bothering an editor who did hard work creating an article so you don’t waste so much of another human being’s time. I’m too busy in real life making money and paying taxes to bother with this shit.	1
120401	I hope you die   I hope you die	1
155166	no reaction at all fucker????	1
23575	shut your hole sun of beach. nobody asked u tard	1
152355	That's rich. Dude fucking stalks me, prevents me from doing ANYTHING on this shitty little site, and I'm the one that gets fucking blocked? Suck my cock wikipedia.98.180.215.216	1
52805	OMG   This user page is SO crap. The stupid dog on the front is..............  This comment was left for you by User:Camoq	1
111196	just telling everyone fuck you and i love to have my dick sucked by my dog with pennant butter on it	1
3519	How about this   You are a cunt?	1
6396	Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT! BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe You aRe a FGGT!  Do I know you?   BeCauSe	1
